tweets,sentiments,clean_tweet_wordlist,clean_tweet_sentence
perf :( https://t.co/yjtjb45tab,0.0,"['perf', ':(']",perf :(
@kristynlopez97 you didn't get your vanilla latte though :(,0.0,"['get', 'vanilla', 'latt', 'though', ':(']",get vanilla latt though :(
"@skulker_poa @asus_rog hi skulker, check this thread: https://t.co/vmli793g25 pg279q isn’t coming anything soon sadly :(",0.0,"['hi', 'skulker', 'check', 'thread']",hi skulker check thread
@makupsy there once was a place ..then it closed :(,0.0,"['place', '..', 'close', ':(']",place .. close :(
oh my gosh traffic :(( i'm hungrrrryyy!!,0.0,"['oh', 'gosh', 'traffic', ':(', ""i'm"", 'hungrrryyi']",oh gosh traffic :( i'm hungrrryyi
someone sc me :(,0.0,"['someon', 'sc', ':(']",someon sc :(
@khaleesimiley i want :(,0.0,"['want', ':(']",want :(
@ainexkelly but i have no find my iphone app or icloud app on my ipod touch so how can i see its location :-(,0.0,"['find', 'iphon', 'app', 'icloud', 'app', 'ipod', 'touch', 'see', 'locat', ':-(']",find iphon app icloud app ipod touch see locat :-(
i can't go to hallyu on sunday :((((( so sad,0.0,"[""can't"", 'go', 'hallyu', 'sunday', ':(', 'sad']",can't go hallyu sunday :( sad
@rossi_mac9306 @meekmillsbelike @bestbedrooms i miss that show :(,0.0,"['miss', 'show', ':(']",miss show :(
buuuut i want it :(((( http://t.co/rinvnwndyz,0.0,"['buuut', 'want', ':(']",buuut want :(
@redlipsteeq funny thing is someone said i was telling his life story :(,0.0,"['funni', 'thing', 'someon', 'said', 'tell', 'life', 'stori', ':(']",funni thing someon said tell life stori :(
naw i'm really scared he gone think i'm crazy. i'm not gonna be able to sleep tonight :(,0.0,"['naw', ""i'm"", 'realli', 'scare', 'gone', 'think', ""i'm"", 'crazi', ""i'm"", 'gonna', 'abl', 'sleep', 'tonight', ':(']",naw i'm realli scare gone think i'm crazi i'm gonna abl sleep tonight :(
so no free #über ice cream for the big gay al today. i didn't really want any anyway :( @ the big gay… https://t.co/1cthoog9a1,0.0,"['free', 'über', 'ice', 'cream', 'big', 'gay', 'al', 'today', 'realli', 'want', 'anyway', ':(', 'big', 'gay', '…']",free über ice cream big gay al today realli want anyway :( big gay …
@nayritje okie :(,0.0,"['oki', ':(']",oki :(
friday!!!! but i have work til 8pm :( there is champagne haha,0.0,"['friday', 'work', 'til', '8p', ':(', 'champagn', 'haha']",friday work til 8p :( champagn haha
harlo i miss my boyfriend so much :-(((,0.0,"['harlo', 'miss', 'boyfriend', 'much', ':-(']",harlo miss boyfriend much :-(
#torrentialrain today :-(,0.0,"['torrentialrain', 'today', ':-(']",torrentialrain today :-(
"@wforwoman a9) it would be a sad world for women ! :(
#wsalelove",0.0,"['a9', 'would', 'sad', 'world', 'women', ':(', 'wsalelov']",a9 would sad world women :( wsalelov
lloyds r assholes there was clearly no one doing anything n now i have to wait till tuesday :(,0.0,"['lloyd', 'r', 'asshol', 'clearli', 'one', 'anyth', 'n', 'wait', 'till', 'tuesday', ':(']",lloyd r asshol clearli one anyth n wait till tuesday :(
"aww man, i miss dancing. :(",0.0,"['aww', 'man', 'miss', 'danc', ':(']",aww man miss danc :(
@ianhallard wonderful news! best of luck with it x. shame i'll again have to miss it :(.,0.0,"['wonder', 'news', 'best', 'luck', 'x', 'shame', ""i'll"", 'miss', ':(']",wonder news best luck x shame i'll miss :(
@selenagomez baby u tweet some fan during i sleeping i'm so sad :((,0.0,"['babi', 'u', 'tweet', 'fan', 'sleep', ""i'm"", 'sad', ':(']",babi u tweet fan sleep i'm sad :(
@maggiemontalvan i knowwww my runny nose isn't letting me sleep :(,0.0,"['knowww', 'runni', 'nose', 'let', 'sleep', ':(']",knowww runni nose let sleep :(
sehun seems so skinny these days :(((,0.0,"['sehun', 'seem', 'skinni', 'day', ':(']",sehun seem skinni day :(
big mistake not to bring a sweater this morning :(,0.0,"['big', 'mistak', 'bring', 'sweater', 'morn', ':(']",big mistak bring sweater morn :(
@danagold721 @palladiumgravur @clementine_ford yes youre right..and its sad that so many intolerant scared xenophobes are out there :-(,0.0,"['ye', 'your', 'right', '..', 'sad', 'mani', 'intoler', 'scare', 'xenophob', ':-(']",ye your right .. sad mani intoler scare xenophob :-(
@aaliyuhx what? :(,0.0,[':('],:(
everyone makes mistakes ok :(((,0.0,"['everyon', 'make', 'mistak', 'ok', ':(']",everyon make mistak ok :(
@thefinerthongs me too wtfff :(( i miss manchester and the mean bus driver,0.0,"['wtfff', ':(', 'miss', 'manchest', 'mean', 'bu', 'driver']",wtfff :( miss manchest mean bu driver
so lonely that sometimes i call my own number to get a busy tone. ;_; :(,0.0,"['lone', 'sometim', 'call', 'number', 'get', 'busi', 'tone', ':(']",lone sometim call number get busi tone :(
why have a no been paid ?? :((((,0.0,"['paid', ':(']",paid :(
@odihq oh no !! it wasnt a lunch talk? i thought it started at 1pm :(,0.0,"['oh', 'wasnt', 'lunch', 'talk', 'thought', 'start', '1pm', ':(']",oh wasnt lunch talk thought start 1pm :(
@afraidn0t then it might be hard to get into final fantasy then cause the newer ones are pish in comparison :( get the remastered 10 for ps4,0.0,"['might', 'hard', 'get', 'final', 'fantasi', 'caus', 'newer', 'one', 'pish', 'comparison', ':(', 'get', 'remast', '10', 'ps4']",might hard get final fantasi caus newer one pish comparison :( get remast 10 ps4
i keep changing between fe14 icons i dont know which one to pick &gt;:(,0.0,"['keep', 'chang', 'fe14', 'icon', 'dont', 'know', 'one', 'pick', '>:(']",keep chang fe14 icon dont know one pick >:(
". @ben_barker1989 yeah doesn’t appear to be working. but i want a free cornetto :( (not a strawberry one, they’re a fake cornetto)",0.0,"['yeah', '’', 'appear', 'work', 'want', 'free', 'cornetto', ':(', 'strawberri', 'one', '’', 'fake', 'cornetto']",yeah ’ appear work want free cornetto :( strawberri one ’ fake cornetto
"""what happened?"" ""we just stopped talking"" :(",0.0,"['happen', 'stop', 'talk', ':(']",happen stop talk :(
@amyponce0830 i did :-(,0.0,[':-('],:-(
please bring me back :( http://t.co/blzeq3eqbe,0.0,"['pleas', 'bring', 'back', ':(']",pleas bring back :(
@tonyimberi sorry :-(.  hope it gets better,0.0,"['sorri', ':-(', 'hope', 'get', 'better']",sorri :-( hope get better
things that i regret until now...when we loose you.. :'( :( and missing you everyday our my lives!! #kapatidkongpogi http://t.co/cyzfczfkjy,0.0,"['thing', 'regret', '...', 'loos', '..', "":'("", ':(', 'miss', 'everyday', 'live', 'kapatidkongpogi']",thing regret ... loos .. :'( :( miss everyday live kapatidkongpogi
i've been friends with steph and mel for the longest time im actually so sad i havent met them yet :(( i just want to hug them,0.0,"[""i'v"", 'friend', 'steph', 'mel', 'longest', 'time', 'im', 'actual', 'sad', 'havent', 'met', 'yet', ':(', 'want', 'hug']",i'v friend steph mel longest time im actual sad havent met yet :( want hug
where is carmen :((((((((((,0.0,"['carmen', ':(']",carmen :(
truck was a week ago :((,0.0,"['truck', 'week', 'ago', ':(']",truck week ago :(
"@topcoder unable to login for the last 4 hours, no response from support team either support case 00128835, having a bad day! :(",0.0,"['unabl', 'login', 'last', '4', 'hour', 'respons', 'support', 'team', 'either', 'support', 'case', '00128835', 'bad', 'day', ':(']",unabl login last 4 hour respons support team either support case 00128835 bad day :(
i want wingstop :-((,0.0,"['want', 'wingstop', ':-(']",want wingstop :-(
"@djdayz 
@ohmydayz
@dayamickeysingh
@dayaftpardeep
@dayaxo 
 loool :( help",0.0,"['loool', ':(', 'help']",loool :( help
i want to go on holiday damn it. why must these days drag!? &gt;:(,0.0,"['want', 'go', 'holiday', 'damn', 'must', 'day', 'drag', '>:(']",want go holiday damn must day drag >:(
"i've been streaming for hours, but the view didn't even budge, i'm stress! :(",0.0,"[""i'v"", 'stream', 'hour', 'view', 'even', 'budg', ""i'm"", 'stress', ':(']",i'v stream hour view even budg i'm stress :(
i never knew my cousin and i share the same love for 1d :((((((,0.0,"['never', 'knew', 'cousin', 'share', 'love', '1d', ':(']",never knew cousin share love 1d :(
fuq ilhoon always ganteng :(,0.0,"['fuq', 'ilhoon', 'alway', 'ganteng', ':(']",fuq ilhoon alway ganteng :(
"@nemuuunem they can't open the door so hard, i didn't notice that i already started a song on love live and i failed :-((",0.0,"[""can't"", 'open', 'door', 'hard', 'notic', 'alreadi', 'start', 'song', 'love', 'live', 'fail', ':-(']",can't open door hard notic alreadi start song love live fail :-(
wish i was going to leeds festival. need to see simple plan :( it's been too long!,0.0,"['wish', 'go', 'leed', 'festiv', 'need', 'see', 'simpl', 'plan', ':(', 'long']",wish go leed festiv need see simpl plan :( long
i'm hungry and i cant make food since my brother is sleeping in the living room &gt;:(,0.0,"[""i'm"", 'hungri', 'cant', 'make', 'food', 'sinc', 'brother', 'sleep', 'live', 'room', '>:(']",i'm hungri cant make food sinc brother sleep live room >:(
@uber no ice cream for me :-( #getthescoop http://t.co/nneebaotvy,0.0,"['ice', 'cream', ':-(', 'getthescoop']",ice cream :-( getthescoop
my kik : hearess677 #kik #kikhorny #hornykik #babe #chat #countrymusic #txt_shot :( http://t.co/mphby49eei,0.0,"['kik', 'hearess', '677', 'kik', 'kikhorni', 'hornykik', 'babe', 'chat', 'countrymus', 'txt_shot', ':(']",kik hearess 677 kik kikhorni hornykik babe chat countrymus txt_shot :(
why is everybody unfollowing me stop :(((,0.0,"['everybodi', 'unfollow', 'stop', ':(']",everybodi unfollow stop :(
@jennyi_jc why the stream said standby only even inatall the zenmate? :(,0.0,"['stream', 'said', 'standbi', 'even', 'inatal', 'zenmat', ':(']",stream said standbi even inatal zenmat :(
@chickowits :( be careful...namechecking them brings them like a dog whistle with or without the #,0.0,"[':(', 'care', '...', 'namecheck', 'bring', 'like', 'dog', 'whistl', 'without']",:( care ... namecheck bring like dog whistl without
junmyeon looks so d*ddy here :( look https://t.co/xsrggfoijw,0.0,"['junmyeon', 'look', 'ddi', ':(', 'look']",junmyeon look ddi :( look
@ketepi_ketepi sorry busy arini je tak busy :(,0.0,"['sorri', 'busi', 'arini', 'je', 'tak', 'busi', ':(']",sorri busi arini je tak busi :(
and another hour goes by :((,0.0,"['anoth', 'hour', 'goe', ':(']",anoth hour goe :(
i'm not a very bright man. :(,0.0,"[""i'm"", 'bright', 'man', ':(']",i'm bright man :(
@qatarairways# would be fair to say that the privilege club is a joke .  it doesn't matter what you ask for nothing ever available :-(,0.0,"['would', 'fair', 'say', 'privileg', 'club', 'joke', 'matter', 'ask', 'noth', 'ever', 'avail', ':-(']",would fair say privileg club joke matter ask noth ever avail :-(
i wish i could speak igbo :(,0.0,"['wish', 'could', 'speak', 'igbo', ':(']",wish could speak igbo :(
#blamehoney for @shaunysoda leaving the whhr :(,0.0,"['blamehoney', 'leav', 'whhr', ':(']",blamehoney leav whhr :(
@edgar_trilla @wtfitsalex_ @_samhernandez_1 @calvinrosorio i was just replying to juan :(,0.0,"['repli', 'juan', ':(']",repli juan :(
my cat loves to snuggle up right by my face &amp; i love it but can never breathe :(,0.0,"['cat', 'love', 'snuggl', 'right', 'face', 'love', 'never', 'breath', ':(']",cat love snuggl right face love never breath :(
@rachaelhussey same :( working late tonight as well :( x,0.0,"[':(', 'work', 'late', 'tonight', 'well', ':(', 'x']",:( work late tonight well :( x
@itsdemigdr ma come :-(,0.0,"['come', ':-(']",come :-(
trying to stay up to watch this game is not working for me :(,0.0,"['tri', 'stay', 'watch', 'game', 'work', ':(']",tri stay watch game work :(
3 weeks left for internship and 4 weeks left before going back to the states :(,0.0,"['3', 'week', 'left', 'internship', '4', 'week', 'left', 'go', 'back', 'state', ':(']",3 week left internship 4 week left go back state :(
baby :( http://t.co/ur8zwngzjz,0.0,"['babi', ':(']",babi :(
"normally don't get @vodafoneirl  data usage warning til end month, but got it today - so no more tweeting @galwayintarts or @galwayraces :-(",0.0,"['normal', 'get', 'data', 'usag', 'warn', 'til', 'end', 'month', 'got', 'today', 'tweet', ':-(']",normal get data usag warn til end month got today tweet :-(
@thatprakash11 i tried. didn't work :(,0.0,"['tri', 'work', ':(']",tri work :(
i had a dream i went to college and failed as an animator :( :( :(:'(,0.0,"['dream', 'went', 'colleg', 'fail', 'anim', ':(', ':(', ':(', "":'(""]",dream went colleg fail anim :( :( :( :'(
@mscarlydowd we're not sure :( might have to wait :( but he wants to move asap!,0.0,"[""we'r"", 'sure', ':(', 'might', 'wait', ':(', 'want', 'move', 'asap']",we'r sure :( might wait :( want move asap
i wish i could drive. i'm good at it. stupid vertigo and panic attacks makes dual carriageway driving impossible tho :(,0.0,"['wish', 'could', 'drive', ""i'm"", 'good', 'stupid', 'vertigo', 'panic', 'attack', 'make', 'dual', 'carriageway', 'drive', 'imposs', 'tho', ':(']",wish could drive i'm good stupid vertigo panic attack make dual carriageway drive imposs tho :(
"miss her so much :(
#aragalang08 http://t.co/kt11ukaf3s",0.0,"['miss', 'much', ':(', 'aragalang', '08']",miss much :( aragalang 08
@iamktlpz the movie was different from the book but still!!! ikr tams boses pa lang ni theo ugh :( miss you more!!!,0.0,"['movi', 'differ', 'book', 'still', 'ikr', 'tam', 'bose', 'pa', 'lang', 'ni', 'theo', 'ugh', ':(', 'miss']",movi differ book still ikr tam bose pa lang ni theo ugh :( miss
my mobile isn't working anymoreeeeee :((((,0.0,"['mobil', 'work', 'anymoree', ':(']",mobil work anymoree :(
@seiyaharris oh no :-( that's rubbish.,0.0,"['oh', ':-(', ""that'"", 'rubbish']",oh :-( that' rubbish
i still want a cactus :( https://t.co/td8a5vec9p,0.0,"['still', 'want', 'cactu', ':(']",still want cactu :(
@solodmssunshine omg im sooo sorrry :((,0.0,"['omg', 'im', 'sooo', 'sorrri', ':(']",omg im sooo sorrri :(
@cancerreliefuk i've had stomach and part of bowel removed because this nasty disease i have now been told i have tumour in kidneys   :(,0.0,"[""i'v"", 'stomach', 'part', 'bowel', 'remov', 'nasti', 'diseas', 'told', 'tumour', 'kidney', ':(']",i'v stomach part bowel remov nasti diseas told tumour kidney :(
waited for nothing :-(((((((((((,0.0,"['wait', 'noth', ':-(']",wait noth :-(
wifi is fast af at my school even faster than at home :((,0.0,"['wifi', 'fast', 'af', 'school', 'even', 'faster', 'home', ':(']",wifi fast af school even faster home :(
@lostboxuk very sad! :(,0.0,"['sad', ':(']",sad :(
not feeling well :(,0.0,"['feel', 'well', ':(']",feel well :(
i have puffy eyelids :(,0.0,"['puffi', 'eyelid', ':(']",puffi eyelid :(
@itsamarantha i can't wait &lt;3 :(,0.0,"[""can't"", 'wait', '<3', ':(']",can't wait <3 :(
musicas :(((((((((((,0.0,"['musica', ':(']",musica :(
baby looks so good in black :(( http://t.co/abilgttg5z,0.0,"['babi', 'look', 'good', 'black', ':(']",babi look good black :(
i want to get into dota but fuck me it's just not for me :(,0.0,"['want', 'get', 'dota', 'fuck', ':(']",want get dota fuck :(
@womadcharltonpk  @mollysbarwomad 4am right near the campsites no less - not great with kids :((   why is it not on the total other side?,0.0,"['4am', 'right', 'near', 'campsit', 'less', 'great', 'kid', ':(', 'total', 'side']",4am right near campsit less great kid :( total side
sooooo tired but i can't sleep :(((,0.0,"['sooo', 'tire', ""can't"", 'sleep', ':(']",sooo tire can't sleep :(
@y0rgi wish i could give some to you. i really do. but i cant :(,0.0,"['wish', 'could', 'give', 'realli', 'cant', ':(']",wish could give realli cant :(
@miahyooow sorry miah hahays. :(,0.0,"['sorri', 'miah', 'hahay', ':(']",sorri miah hahay :(
i want a churro popcorn and ice cream now :( i'm so hungry,0.0,"['want', 'churro', 'popcorn', 'ice', 'cream', ':(', ""i'm"", 'hungri']",want churro popcorn ice cream :( i'm hungri
didn't bring key :(,0.0,"['bring', 'key', ':(']",bring key :(
"@victoria199412 follow back me, thanks 
@justinbieber please :(",0.0,"['follow', 'back', 'thank', 'pleas', ':(']",follow back thank pleas :(
@seiyaharris that sucks :(,0.0,"['suck', ':(']",suck :(
i just can't sleep tonight :( tomorrow is going to suck. bright side... 6 more days and i'm back in montana!,0.0,"[""can't"", 'sleep', 'tonight', ':(', 'tomorrow', 'go', 'suck', 'bright', 'side', '...', '6', 'day', ""i'm"", 'back', 'montana']",can't sleep tonight :( tomorrow go suck bright side ... 6 day i'm back montana
@jasmine_chantay :(( okay!!x,0.0,"[':(', 'okay', 'x']",:( okay x
@mbalulafikile @ukenyatta reign of errors example inflation rate sic :(,0.0,"['reign', 'error', 'exampl', 'inflat', 'rate', 'sic', ':(']",reign error exampl inflat rate sic :(
@uber - all ice cream vehicles are busy :-( #ubericecream,0.0,"['ice', 'cream', 'vehicl', 'busi', ':-(', 'ubericecream']",ice cream vehicl busi :-( ubericecream
i need to reset my phone :(,0.0,"['need', 'reset', 'phone', ':(']",need reset phone :(
@goodissachuntin smh i know :(,0.0,"['smh', 'know', ':(']",smh know :(
add my snapchat : entlerbountly #snapchat #snapchat #tinder #dirtykik #followback #countrymusic #sexcam :( http://t.co/cbof45m7vh,0.0,"['add', 'snapchat', 'entlerbountli', 'snapchat', 'snapchat', 'tinder', 'dirtykik', 'followback', 'countrymus', 'sexcam', ':(']",add snapchat entlerbountli snapchat snapchat tinder dirtykik followback countrymus sexcam :(
"@scubadiver5 @catharine34 i'm keeping the bug spray industry in business . something bit my foot, swollen half way up my leg now :(",0.0,"[""i'm"", 'keep', 'bug', 'spray', 'industri', 'busi', 'someth', 'bit', 'foot', 'swollen', 'half', 'way', 'leg', ':(']",i'm keep bug spray industri busi someth bit foot swollen half way leg :(
i didn't see you today :( but it's fine. the distance makes me want you more.,0.0,"['see', 'today', ':(', 'fine', 'distanc', 'make', 'want']",see today :( fine distanc make want
"@brittannie_13 that's not fair, it happened to me :(",0.0,"[""that'"", 'fair', 'happen', ':(']",that' fair happen :(
"@jojosmith1964 oh no :( sorry to hear you're having issues with your signal jojo. if you pop over the full postcode where this is happening,",0.0,"['oh', ':(', 'sorri', 'hear', 'issu', 'signal', 'jojo', 'pop', 'full', 'postcod', 'happen']",oh :( sorri hear issu signal jojo pop full postcod happen
someone please gift me #notanapology :(,0.0,"['someon', 'pleas', 'gift', 'notanapolog', ':(']",someon pleas gift notanapolog :(
@nim_nams hey hun! unfortunately we would really have needed a model for a cut :( thanks so much though! &lt;3 xxx,0.0,"['hey', 'hun', 'unfortun', 'would', 'realli', 'need', 'model', 'cut', ':(', 'thank', 'much', 'though', '<3', 'xxx']",hey hun unfortun would realli need model cut :( thank much though <3 xxx
kafi din bad mene aj koi post share ki he so friends like &amp; rewert to bunta he warnaaaaaaa...........:(,0.0,"['kafi', 'din', 'bad', 'mene', 'aj', 'koi', 'post', 'share', 'ki', 'friend', 'like', 'rewert', 'bunta', 'warnaaa', '...', ':(']",kafi din bad mene aj koi post share ki friend like rewert bunta warnaaa ... :(
this is torture :(,0.0,"['tortur', ':(']",tortur :(
@xaimrose i tried to get in a field of goats jumped a wall and the drop was very low :(,0.0,"['tri', 'get', 'field', 'goat', 'jump', 'wall', 'drop', 'low', ':(']",tri get field goat jump wall drop low :(
#iran #irandeal :-( the us-iran nuclear deal: mit's experts size it up: this deal severely li... http://t.co/gbl15aocw4 #uniteblue #tcot,0.0,"['iran', 'irand', ':-(', 'us-iran', 'nuclear', 'deal', ""mit'"", 'expert', 'size', 'deal', 'sever', 'li', '...']",iran irand :-( us-iran nuclear deal mit' expert size deal sever li ...
@rmblees @dicehateme can't get them anywhere now. :-(,0.0,"[""can't"", 'get', 'anywher', ':-(']",can't get anywher :-(
sorry god. :(,0.0,"['sorri', 'god', ':(']",sorri god :(
s2e12 is probably that saddest ive ever felt for rumpy :-(,0.0,"['s2e12', 'probabl', 'saddest', 'ive', 'ever', 'felt', 'rumpi', ':-(']",s2e12 probabl saddest ive ever felt rumpi :-(
why daddy why you change the channel :(,0.0,"['daddi', 'chang', 'channel', ':(']",daddi chang channel :(
"i literally just ate a whole gallon of ice cream, idk if i should be proud or nah :(!
- ryan",0.0,"['liter', 'ate', 'whole', 'gallon', 'ice', 'cream', 'idk', 'proud', 'nah', ':(', 'ryan']",liter ate whole gallon ice cream idk proud nah :( ryan
"ah ma guy. you know the thing. ""@ceafive: the weather is set for more sleep but responsibilities. :-(""",0.0,"['ah', 'guy', 'know', 'thing', 'weather', 'set', 'sleep', 'respons', ':-(']",ah guy know thing weather set sleep respons :-(
@gandangclare secret! :(,0.0,"['secret', ':(']",secret :(
@stuffanuurisays you're coming to dallas dandia right :(,0.0,"['come', 'dalla', 'dandia', 'right', ':(']",come dalla dandia right :(
"as rbi in making of caged parrot. 
1ly election commission, cag r left, once d power is striped gujarat model will complete 
very sad :(",0.0,"['rbi', 'make', 'cage', 'parrot', '1li', 'elect', 'commiss', 'cag', 'r', 'left', 'power', 'stripe', 'gujarat', 'model', 'complet', 'sad', ':(']",rbi make cage parrot 1li elect commiss cag r left power stripe gujarat model complet sad :(
"@livinglifenottm @honestmumma @moderndadpages i'm not looking forward to ours, mine goes next year at 3 :(",0.0,"[""i'm"", 'look', 'forward', 'mine', 'goe', 'next', 'year', '3', ':(']",i'm look forward mine goe next year 3 :(
@melanielbbh i have the same kind of eyes so are my tears your same tears? but it's hard not to care :( ily.melanie,0.0,"['kind', 'eye', 'tear', 'tear', 'hard', 'care', ':(', 'ily.melani']",kind eye tear tear hard care :( ily.melani
@april_todd aww :( what do you do?,0.0,"['aww', ':(']",aww :(
"lol really?""@praisekingdavid: @_milli__ unlike me :(""",0.0,"['lol', 'realli', 'unlik', ':(']",lol realli unlik :(
"pure talent!! :( ""@oscarmbo: always will be a fan of deepxcape. brothers are so talented!!! ����""",0.0,"['pure', 'talent', ':(', 'alway', 'fan', 'deepxcap', 'brother', 'talent', '�', '�', '�']",pure talent :( alway fan deepxcap brother talent � � �
@bdunkelman doin ok? :(,0.0,"['doin', 'ok', ':(']",doin ok :(
i want to go but i cannot. :(,0.0,"['want', 'go', 'cannot', ':(']",want go cannot :(
i cant go to sleep :-(,0.0,"['cant', 'go', 'sleep', ':-(']",cant go sleep :-(
it's 5:08 am :-((,0.0,"['5:08', ':-(']",5:08 :-(
"@seunjinbing @ngvmelbourne i can’t, thesis :(",0.0,"['’', 'thesi', ':(']",’ thesi :(
miss u :-( @deepikapadukone,0.0,"['miss', 'u', ':-(']",miss u :-(
@kiwivickibsc @brezzyhayter sadly must be :(,0.0,"['sadli', 'must', ':(']",sadli must :(
@veilbride6 agreed :( ❤❤❤,0.0,"['agre', ':(', '❤', '❤', '❤']",agre :( ❤ ❤ ❤
like a boy when it's up like that' and he laughed and then we hugged and i said bye and :(((((( i love him,0.0,"['like', 'boy', 'like', 'laugh', 'hug', 'said', 'bye', ':(', 'love']",like boy like laugh hug said bye :( love
"please beliebers stop voting on twitter! it doesn't count :(
u have to vote here http://t.co/pkd4q2pvxv n refresh it http://t.co/lh5snthmiv",0.0,"['pleas', 'belieb', 'stop', 'vote', 'twitter', 'count', ':(', 'u', 'vote']",pleas belieb stop vote twitter count :( u vote
come on #ubericecream... where are all the cars :( #london #summer https://t.co/7tvx7szeq6,0.0,"['come', 'ubericecream', '...', 'car', ':(', 'london', 'summer']",come ubericecream ... car :( london summer
snapchat : tammirossm #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/degakdzsjn,0.0,"['snapchat', 'tammirossm', 'snapchat', 'kikgirl', 'kikchat', 'wet', 'wife', 'indiemus', 'sexi', ':(']",snapchat tammirossm snapchat kikgirl kikchat wet wife indiemus sexi :(
"we'll never be as young as we are now...
as young as we are now :(((((",0.0,"[""we'll"", 'never', 'young', '...', 'young', ':(']",we'll never young ... young :(
@b_lurryface i wish it was london :( gonna stay at the airport for a bit and then go into the city,0.0,"['wish', 'london', ':(', 'gonna', 'stay', 'airport', 'bit', 'go', 'citi']",wish london :( gonna stay airport bit go citi
gtg again :(((,0.0,"['gtg', ':(']",gtg :(
@crazygreen16 hahaha apink this song wont win la i think...... :( unless they promote longer compete w those not vv good to ppl one.,0.0,"['hahaha', 'apink', 'song', 'wont', 'win', 'la', 'think', '...', ':(', 'unless', 'promot', 'longer', 'compet', 'w', 'vv', 'good', 'ppl', 'one']",hahaha apink song wont win la think ... :( unless promot longer compet w vv good ppl one
@katenash disgusting isn't it :(! i wish people had more respect for each other,0.0,"['disgust', ':(', 'wish', 'peopl', 'respect']",disgust :( wish peopl respect
"ps in nys opt-outed due to cc$$, vam, and unfair testing of speced and ells. article completely misses this. :( https://t.co/eea1drtlne",0.0,"['ps', 'ny', 'opt-out', 'due', 'cc', 'vam', 'unfair', 'test', 'spece', 'ell', 'articl', 'complet', 'miss', ':(']",ps ny opt-out due cc vam unfair test spece ell articl complet miss :(
@thechelseatalk gutted you're one of the few people i won't be able to finally meet :(,0.0,"['gut', 'one', 'peopl', 'abl', 'final', 'meet', ':(']",gut one peopl abl final meet :(
add me on snapchat - sexyamelie20 #snapchat #kikhorny #likeforfollow #kikmeboys #likeforfollow #newmusic #hornykik :( http://t.co/3brnmai3cu,0.0,"['add', 'snapchat', 'sexyameli', '20', 'snapchat', 'kikhorni', 'likeforfollow', 'kikmeboy', 'likeforfollow', 'newmus', 'hornykik', ':(']",add snapchat sexyameli 20 snapchat kikhorni likeforfollow kikmeboy likeforfollow newmus hornykik :(
@hooked_duck that sounds cool!! bet it doesn't float though :(,0.0,"['sound', 'cool', 'bet', 'float', 'though', ':(']",sound cool bet float though :(
@morrisons  but it's so gross :(,0.0,"['gross', ':(']",gross :(
turtle net !!!! :-(((,0.0,"['turtl', 'net', ':-(']",turtl net :-(
fineandyu takes such gd pics its like she's trying to hurt me :-(,0.0,"['fineandyu', 'take', 'gd', 'pic', 'like', 'tri', 'hurt', ':-(']",fineandyu take gd pic like tri hurt :-(
"@jodanasandyxx 
no...not in your face enough for that...just couldn't face him in the flesh. know its daft..but couldn't cope with it! :-(",0.0,"['...', 'face', 'enough', '...', 'face', 'flesh', 'know', 'daft', '..', 'cope', ':-(']",... face enough ... face flesh know daft .. cope :-(
she's so cute :( http://t.co/bte6dmoxyt,0.0,"['cute', ':(']",cute :(
@vanillawley i want one too bit noone knows me on twitter so :(((,0.0,"['want', 'one', 'bit', 'noon', 'know', 'twitter', ':(']",want one bit noon know twitter :(
i had three dreams last night and the one i don't want to remember i do and the two i want to remember i don't :(,0.0,"['three', 'dream', 'last', 'night', 'one', 'want', 'rememb', 'two', 'want', 'rememb', ':(']",three dream last night one want rememb two want rememb :(
wednesday needs to hurry :-(,0.0,"['wednesday', 'need', 'hurri', ':-(']",wednesday need hurri :-(
snapchat : tammirossm #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/hqjliujbrt,0.0,"['snapchat', 'tammirossm', 'snapchat', 'kikgirl', 'kikchat', 'wet', 'wife', 'indiemus', 'sexi', ':(']",snapchat tammirossm snapchat kikgirl kikchat wet wife indiemus sexi :(
@shandulinda my last though :(,0.0,"['last', 'though', ':(']",last though :(
@solodmssunshine thats me omg imsorry :(,0.0,"['that', 'omg', 'imsorri', ':(']",that omg imsorri :(
"aku chelsea koe emyu, can you see that i miss you :(",0.0,"['aku', 'chelsea', 'koe', 'emyu', 'see', 'miss', ':(']",aku chelsea koe emyu see miss :(
i popped confetti though ! ! : ( https://t.co/y79gpdxtie,0.0,"['pop', 'confetti', 'though']",pop confetti though
@ sams sister and her bf :-(,0.0,"['sam', 'sister', 'bf', ':-(']",sam sister bf :-(
@arcticmonkeys please release a new album :(,0.0,"['pleas', 'releas', 'new', 'album', ':(']",pleas releas new album :(
"@seunrgriseyo good dong by?:(
sini dipoppo😘😘😘😘",0.0,"['good', 'dong', ':(', 'sini', 'dipoppo', '😘', '😘', '😘']",good dong :( sini dipoppo 😘 😘 😘
@calv_18 came up on my time hop :( #bestweekend,0.0,"['came', 'time', 'hop', ':(', 'bestweekend']",came time hop :( bestweekend
